platform,country,region,language,category,hashtag,title_keywords,author_handle,sound_type,music_track,week_of_year,duration_sec,views,likes,comments,shares,saves,engagement_rate,trend_label,source_hint,notes,device_type,upload_hour,genre,trend_duration_days,trend_type,engagement_velocity,dislikes,comment_ratio,share_rate,save_rate,like_dislike_ratio,publish_dayofweek,publish_period,event_season,tags,sample_comments,creator_avg_views,creator_tier,season,publish_date_approx,year_month,title,title_length,has_emoji,avg_watch_time_sec,completion_rate,device_brand,traffic_source,is_weekend,row_id,engagement_total,like_rate,dislike_rate,engagement_per_1k,engagement_like_rate,engagement_comment_rate,engagement_share_rate
YouTube,Ke,Africa,sw,Fashion,#FYP,Night Routine â€” Productivity,OfficialHassan,original,Pop groove,29,59,768295,46384,5258,5461,4372,0.080015,seasonal,TikTok Creative Center,greenscreen,Android,20,Dance,6,Short,128049.17,1833,0.006844,0.007108,0.005691,25.291167,Sunday,Evening,Regular,"trend, dance, music, challenge",So underrated!,123924.6,Mid,Winter,7/20/2025,2025-07,Dance With Me â€” Evening,23,0,23.9,0.405,Samsung,Search,1,63a190e15e81ffc624dec5d4249c15f4,61475,0.060373,0.002386,80.015,0.060372643,0.006843725,0.007107947
YouTube,It,Europe,it,Automotive,#MorningRoutine,Night Routine â€” Productivity,NextWorks,original,Turbo whoosh,29,38,525015,30537,3081,2258,1888,0.071929,rising,Open Web Samples,jumpcut edits,Android,21,Lifestyle,4,Short,131253.75,1655,0.005868,0.004301,0.003596,18.440217,Sunday,Evening,Regular,"motivation, daily, lifestyle, routine",Thanks for this!,78592,Mid,Fall,7/20/2025,2025-07,Night Routine â€” Productivity,28,0,21.7,0.571,Samsung,Home,1,18cb3b90df618811a8c21a78a4839b57,37764,0.058164,0.003152,71.929,0.058164052,0.005868404,0.00430083
TikTok,Cn,Asia,zh,Fashion,#Tech,My Favorite Productivity Apps,MusicByYoussef,original,Runway loop,30,19,607456,38618,6120,3418,2858,0.08398,rising,Public Reports,emoji overlays,iOS,17,Tech,3,Short,202485.33,907,0.010075,0.005627,0.004705,42.530837,Friday,Evening,Regular,"apps, tech, ai, tutorial, tools",So underrated!,127261.5,Mid,Spring,7/25/2025,2025-07,My Favorite Budget Apps,23,0,11.6,0.611,iPhone,ForYou,1,d1d9b6886fb22395e6cfe07e6ed35077,51014,0.063573,0.001493,83.98,0.063573329,0.010074804,0.005626745
TikTok,Us,North America,en,Automotive,#AI,AI Tools You Must Try in 2025,MasterFatma,original,Engine rev,30,36,591376,36593,5339,3064,2978,0.081123,seasonal,Open Web Samples,greenscreen,Android,22,Tech,6,Short,98562.67,1829,0.009028,0.005181,0.005036,19.996175,Tuesday,Evening,SummerBreak,"apps, ai, tools, tutorial, tech",Thanks for this!,110987.8,Mid,Summer,7/22/2025,2025-07,AI Tools You Must Try in 2025 âš½,31,1,21.7,0.603,iPhone,Following,0,0df00b7260969db4cebd63993104ac18,47974,0.061878,0.003093,81.123,0.061877722,0.009028097,0.005181137
YouTube,It,Europe,it,Music,#FYP,I tried making Sushi,DrSara,original,Indie beat,30,31,920977,20623,2990,2607,2456,0.031136,rising,TikTok Creative Center,tutorial overlay,iOS,20,Food,10,Medium,92097.7,1811,0.003247,0.002831,0.002667,11.381347,Sunday,Evening,BackToSchool,"street food, fast, food, kitchen, recipe",This is fire ðŸ”¥,106751.2,Mid,Fall,7/27/2025,2025-07,I tried making Ramen,20,0,19.6,0.632,Samsung,Home,1,afe8676c916f04b33cd501e788b6eb48,28676,0.022393,0.001966,31.136,0.022392524,0.003246552,0.00283069
TikTok,Cn,Asia,zh,Pets,#Comedy,When your friend is 2025,OfficialEmily,original,Bark hop,30,23,688942,47155,6916,4108,6972,0.094567,seasonal,TikTok Creative Center,storytime,Android,19,Comedy,4,Short,172235.5,2069,0.010039,0.005963,0.01012,22.780193,Sunday,Evening,SummerBreak,"sketch, comedy, funny",So underrated!,110873,Mid,Summer,7/27/2025,2025-07,If College was honest,21,0,17.8,0.774,Huawei,Search,1,571c44df9bcc3771f2310bdd97a7e840,65151,0.068446,0.003003,94.567,0.06844553,0.010038581,0.005962766
TikTok,Eg,Africa,ar,Pets,#HiddenGems,Hidden Gems of New York,TrueVision,licensed,Cute whistle,30,23,526248,30537,3050,2922,6109,0.080985,stable,Public Reports,split-screen,Android,19,Travel,6,Short,87708,523,0.005796,0.005553,0.011609,58.276718,Monday,Evening,SummerBreak,"travel, vlog, guide, hidden gems, food tour",Ù…Ø´ Ù‚Ø§Ø¯Ø± Ø£Ø¨Ø·Ù„ Ø§ØªÙØ±Ø¬ ðŸ˜‚,106642.8,Mid,Summer,7/21/2025,2025-07,24 Hours in London,18,0,13.9,0.604,Xiaomi,External,0,bde71d2f9b44b40ee6c0507eb8d6b228,42618,0.058028,0.000994,80.985,0.058027774,0.005795746,0.005552515
YouTube,Es,Europe,es,Lifestyle,#Travel,24 Hours in Tokyo,LinaOfficial,licensed,Morning vibe,30,26,616092,30282,2647,2754,1878,0.060967,declining,TikTok Creative Center,storytime,iOS,14,Travel,13,Medium,47391.69,2737,0.004296,0.00447,0.003048,11.059898,Thursday,Afternoon,SummerBreak,"travel, vlog, guide, hidden gems",Â¡IncreÃ­ble!,93663.5,Mid,Summer,7/24/2025,2025-07,24 Hours in Paris,17,0,12.7,0.488,Samsung,Search,0,b89d2c9ddf84ac3d756f492a8dd366a5,37561,0.049152,0.004443,60.967,0.04915175,0.004296436,0.004470112
YouTube,Ke,Africa,sw,Education,#Cover,Underrated artists you need to hear,LiamShorts,trending,Chalkboard beat,30,18,612165,25676,2768,2284,1708,0.052986,stable,Public Reports,storytime,Android,22,Music,7,Short,87452.14,3211,0.004522,0.003731,0.00279,7.993773,Monday,Evening,Regular,"beat, music, song, cover",So underrated!,84501.2,Mid,Spring,7/21/2025,2025-07,Underrated artists to hear,26,0,10.7,0.594,iPhone,Home,0,b25c667d0c06d478b4d75f23143b7e58,32436,0.041943,0.005245,52.986,0.04194294,0.004521657,0.00373102
TikTok,It,Europe,it,Beauty,#Comedy,When your friend is 2025,LeilaVlogs,original,Ambient glow,30,30,769841,61033,4759,7066,10925,0.108832,declining,Public Reports,facecam,Android,20,Comedy,3,Short,256613.67,1338,0.006182,0.009179,0.014191,45.581031,Tuesday,Evening,Regular,"relatable, sketch, funny",Instant like!,83079,Mid,Winter,7/22/2025,2025-07,If Summer was honest,20,0,22,0.733,Xiaomi,ForYou,0,cfb26aeea244aedab216acb4c0363bd9,83783,0.07928,0.001738,108.832,0.079280007,0.006181796,0.009178519
TikTok,Mx,North America,es,Pets,#AI,Build This in 10 Minutes,MusicByLina,licensed,Bark hop,30,57,856359,32213,2589,3348,5842,0.051371,declining,TikTok Creative Center,storytime,iOS,12,Tech,3,Short,285453,323,0.003023,0.00391,0.006822,99.42284,Monday,Afternoon,SummerBreak,"tools, ai, apps",Gracias por compartir,140206,Mid,Summer,7/21/2025,2025-07,AI Tools You Must Try in 2025 ðŸ”¥,31,1,41.9,0.735,Samsung,Following,0,e60d30ae1716ce5f12d5fdb0667acc3f,43992,0.037616,0.000377,51.371,0.037616233,0.003023265,0.003909575
TikTok,Nl,Europe,nl,Finance,#Relatable,When your friend is Productivity,LucasPro,original,Clean corporate bed,30,23,511676,25890,3099,2610,1663,0.065006,seasonal,TikTok Creative Center,meme template,iOS,11,Comedy,5,Short,102335.2,1082,0.006057,0.005101,0.00325,23.905817,Thursday,Morning,HolidaySeason,"funny, relatable, sketch",Instant like!,110281.5,Mid,Winter,7/24/2025,2025-07,When your friend is 2025 ðŸ’ª,26,1,17.5,0.761,Samsung,Following,0,daa4e4307f747ca2a2127437669d7cd7,33262,0.050598,0.002115,65.006,0.050598426,0.006056567,0.005100884
TikTok,Cn,Asia,zh,Food,#Lifestyle,Night Routine â€” Summer,LiamChannel,trending,Kitchen groove,30,27,583349,28466,3925,3660,3193,0.067274,rising,TikTok Creative Center,facecam,Android,3,Lifestyle,22,Evergreen,26515.86,470,0.006728,0.006274,0.005474,60.437367,Saturday,Night,Regular,"lifestyle, daily, routine",Canâ€™t stop watching ðŸ˜‚,94953.4,Mid,Winter,7/26/2025,2025-07,Morning Routine â€” Budget,24,0,15.9,0.589,Xiaomi,ForYou,1,5f59075beadb83b6cbe1cacdd795412c,39244,0.048798,0.000806,67.274,0.048797547,0.006728391,0.006274117
YouTube,Se,Europe,sv,Fitness,#Music,I flipped this sample,LinaVlogs,original,Cardio loop,30,37,877895,46317,4655,3957,2891,0.065862,seasonal,TikTok Creative Center,b-roll heavy,iOS,15,Music,4,Short,219473.75,2997,0.005302,0.004507,0.003293,15.4493,Saturday,Afternoon,Regular,"beat, song, music, cover",So underrated!,114010.2,Mid,Winter,7/26/2025,2025-07,Stay â€” Cover,12,0,22.1,0.597,Samsung,Home,1,dfb6afd307aeacfabd1d43b43ec247d8,57820,0.052759,0.003414,65.862,0.052759157,0.005302456,0.004507373
YouTube,Co,South America,es,Gaming,#FYP,Night Routine â€” College,FatmaYT,licensed,Boss fight theme,30,28,736073,27816,2333,2529,1719,0.04673,seasonal,TikTok Creative Center,facecam,Web,18,Lifestyle,7,Short,105153.29,1806,0.00317,0.003436,0.002335,15.39347,Sunday,Evening,Regular,"motivation, lifestyle, routine",No puedo parar de mirar ðŸ˜‚,93418,Mid,Spring,7/27/2025,2025-07,Weekly Reset â€” Productivity,27,0,12.3,0.439,Desktop,External,1,2a17b7b9940794b91dab5dd093d77193,34397,0.03779,0.002454,46.73,0.03778973,0.003169523,0.003435801
YouTube,Tr,Europe,tr,Automotive,#CatTok,Morning Routine â€” College,TrueLabs,trending,Turbo whoosh,30,27,531830,17745,1607,1204,3180,0.044631,stable,TikTok Creative Center,greenscreen,iOS,18,Pets,52,Evergreen,10227.5,1171,0.003022,0.002264,0.005979,15.140785,Friday,Evening,SummerBreak,"dogs, pets, cute",This is fire ðŸ”¥,98396.5,Mid,Summer,7/25/2025,2025-07,My cat did this ðŸ˜‚,17,1,17.8,0.659,Samsung,External,1,3e9cd0285955aaff22527ae5b8568b5d,23736,0.033366,0.002202,44.631,0.033365925,0.003021642,0.002263881
TikTok,Ke,Africa,sw,Education,#GameClip,New Patch Tips for Valorant,VividLabs,original,Calm piano,30,46,551622,40707,4912,3649,7258,0.102472,seasonal,TikTok Creative Center,emoji overlays,Android,7,Gaming,12,Medium,45968.5,488,0.008905,0.006615,0.013158,83.245399,Saturday,Morning,Regular,"esports, fps, valorant, clips, gaming",Instant like!,104933.1,Mid,Winter,7/26/2025,2025-07,Pro Tips for Valorant in 60s ðŸ”¥,30,1,38.6,0.839,iPhone,External,1,ab41862e2442d058168b7dd1d4b1a235,56526,0.073795,0.000885,102.472,0.073795099,0.008904648,0.006615037
TikTok,Ph,Asia,tl,Pets,#LearnOnTikTok,Night Routine â€” Budget,OfficialNoah,licensed,Cute whistle,30,48,677447,51823,6935,5699,7161,0.105717,seasonal,Open Web Samples,hook in 2s,iOS,7,Education,6,Short,112907.83,2117,0.010237,0.008412,0.010571,24.467894,Saturday,Morning,Regular,"learn, notes, tips, productivity, study",Canâ€™t stop watching ðŸ˜‚,91096.1,Mid,Fall,7/26/2025,2025-07,Study With Me â€” Budget ðŸ“±,24,1,25.8,0.538,Samsung,ForYou,1,11e80a24ef9bf0fd642764b595aff825,71618,0.076497,0.003125,105.717,0.076497497,0.010236963,0.008412466
YouTube,Ke,Africa,sw,Pets,#FYP,POV: 2025,BeyondWorks,trending,Bark hop,30,48,976548,27282,2349,2881,4239,0.037634,rising,TikTok Creative Center,storytime,Android,18,Comedy,4,Short,244137,1902,0.002405,0.00295,0.004341,14.336311,Sunday,Evening,Regular,"sketch, comedy, relatable",This is fire ðŸ”¥,109086.8,Mid,Fall,7/27/2025,2025-07,When your friend is Budget,26,0,31.8,0.662,Huawei,Search,1,91e921e498e20887f81391e681b50780,36751,0.027937,0.001948,37.634,0.027937183,0.002405412,0.002950188
TikTok,Cn,Asia,zh,Travel,#FYP,GRWM: Productivity Edition,MasterOmar,trending,City stroll,30,75,530920,25900,4070,2904,3347,0.068223,declining,Public Reports,greenscreen,iOS,19,Fashion,37,Evergreen,14349.19,566,0.007666,0.00547,0.006304,45.679012,Sunday,Evening,BackToSchool,"grwm, style, ootd, fashion",This is fire ðŸ”¥,113807.9,Mid,Fall,7/27/2025,2025-07,Outfits for Bold ðŸ§ ,18,1,55.5,0.74,iPhone,Following,1,92df33aa12274f104b1e934685ba9aa7,36221,0.048783,0.001066,68.223,0.048783244,0.007665938,0.005469751
TikTok,Pl,Europe,pl,Lifestyle,#FYP,Weekly Reset â€” Productivity,BeyondStudio,trending,Morning vibe,30,24,2079073,108649,10531,13556,19884,0.073408,stable,TikTok Creative Center,emoji overlays,Android,20,Lifestyle,19,Medium,109424.89,1950,0.005065,0.00652,0.009564,55.688877,Thursday,Evening,SummerBreak,"daily, routine, lifestyle, motivation",This is fire ðŸ”¥,116192.9,Mid,Summer,7/24/2025,2025-07,Morning Routine â€” Productivity ðŸ”,32,1,18,0.75,iPhone,ForYou,0,08d7cb18547f110175665790c6d34ec0,152620,0.052258,0.000938,73.408,0.052258386,0.005065238,0.006520214
TikTok,Pl,Europe,pl,Tech,#Music,I flipped this sample,StreetVision,original,Glitch hop,30,32,747041,47332,7097,4724,5324,0.08631,stable,TikTok Creative Center,storytime,Android,19,Music,57,Evergreen,13105.98,613,0.0095,0.006324,0.007127,77.087948,Friday,Evening,Regular,"music, beat, song, cover",So underrated!,116083.5,Mid,Winter,7/25/2025,2025-07,Underrated artists to hear,26,0,24.1,0.753,Huawei,Search,1,cc3cb4669ae01d5e441c6e9efb4249af,64477,0.063359,0.000821,86.31,0.063359307,0.009500148,0.006323615
TikTok,Tr,Europe,tr,Beauty,#StudyWithMe,Morning Routine â€” Productivity,AyakaTV,licensed,LoFi makeup beat,30,21,910001,53011,5128,5618,3355,0.073749,seasonal,TikTok Creative Center,b-roll heavy,iOS,18,Education,3,Short,303333.67,2387,0.005635,0.006174,0.003687,22.198911,Saturday,Evening,Regular,"notes, tips, study, learn",This is fire ðŸ”¥,101777.7,Mid,Spring,7/26/2025,2025-07,Exam Day Routine âœ¨,18,1,13.8,0.657,Xiaomi,Search,1,e905abafc29cbc565f8444a1b5f67737,67112,0.058254,0.002623,73.749,0.058253782,0.005635159,0.00617362
TikTok,Nl,Europe,nl,News,#Wanderlust,24 Hours in Dubai,PrimeLabs,trending,Neutral piano,30,12,644053,34045,3522,3417,2157,0.066984,seasonal,TikTok Creative Center,meme template,iOS,15,Travel,12,Medium,53671.08,1006,0.005468,0.005305,0.003349,33.808342,Wednesday,Afternoon,HolidaySeason,"food tour, travel, vlog",Canâ€™t stop watching ðŸ˜‚,103134.2,Mid,Winter,7/23/2025,2025-07,Street Food Tour â€” Seoul ðŸ”¥,26,1,6.6,0.55,Samsung,ForYou,0,74ce288b38d95e64a2f60951e5293bfd,43141,0.052861,0.001562,66.984,0.052860557,0.005468494,0.005305464
YouTube,Br,South America,pt,Fashion,#Dance,Weekly Reset â€” Summer,AhmedPro,licensed,Aesthetic synth,30,19,968954,34959,5282,3917,2324,0.047971,seasonal,Open Web Samples,hook in 2s,Android,20,Dance,6,Short,161492.33,2941,0.005451,0.004043,0.002398,11.882733,Saturday,Evening,Regular,"trend, music, dance, challenge",Instant like!,110275.8,Mid,Winter,7/26/2025,2025-07,Dance With Me â€” Evening,23,0,12.8,0.674,Xiaomi,Home,1,bde798fb0b0a6cc667087e69bd636ab4,46482,0.036079,0.003035,47.971,0.036079112,0.005451239,0.004042504
YouTube,Ca,North America,en,Finance,#MorningRoutine,Weekly Reset â€” Productivity,OliviaTV,licensed,Subtle groove,30,28,604395,21059,2795,2480,1386,0.045864,seasonal,TikTok Creative Center,b-roll heavy,iOS,20,Lifestyle,6,Short,100732.5,1904,0.004624,0.004103,0.002293,11.054593,Saturday,Evening,SummerBreak,"daily, routine, lifestyle, motivation",Instant like!,95392.8,Mid,Summer,7/26/2025,2025-07,Morning Routine â€” 2025,22,0,16.6,0.593,iPhone,Search,1,3b8f0c9f3992711a25dd8b740f3814e4,27720,0.034843,0.00315,45.864,0.034843108,0.004624459,0.004103277
TikTok,In,Asia,hi,Sports,#Motivation,Night Routine â€” College,Ava,licensed,Stadium chant,31,42,1294054,67967,6093,4445,4131,0.063858,stable,Public Reports,greenscreen,Android,16,Education,5,Short,258810.8,2798,0.004708,0.003435,0.003192,24.282601,Friday,Afternoon,SummerBreak,"notes, tips, study, productivity",So underrated!,102956.3,Mid,Summer,8/1/2025,2025-08,Study With Me â€” 2025 ðŸ§ ,22,1,29.5,0.702,Samsung,External,1,bcd8f159c5763508b0c7704c04535bbd,82636,0.052523,0.002162,63.858,0.052522538,0.004708459,0.003434942
TikTok,De,Europe,de,Lifestyle,#Comedy,POV: College,NextHub,original,Chill guitar,31,49,729312,61888,6622,7179,3983,0.109243,seasonal,TikTok Creative Center,jumpcut edits,iOS,4,Comedy,14,Medium,52093.71,2351,0.00908,0.009844,0.005461,26.312925,Saturday,Night,Regular,"relatable, sketch, funny",This is fire ðŸ”¥,102133.2,Mid,Spring,8/2/2025,2025-08,POV: Summer ðŸ–ï¸,14,1,37.2,0.759,Samsung,ForYou,1,832793202983fc4687d6f1ae65047ac7,79672,0.084858,0.003224,109.243,0.084858058,0.00907979,0.009843524
TikTok,Za,Africa,en,Sports,#Streamer,Best Settings for Minecraft,VividWorks,original,Adrenaline synth,31,31,1603539,95531,7433,8577,22684,0.083705,declining,TikTok Creative Center,b-roll heavy,Android,7,Gaming,14,Medium,114538.5,840,0.004635,0.005349,0.014146,113.592152,Monday,Morning,Regular,"valorant, highlights, fps, esports",This is fire ðŸ”¥,129372.5,Mid,Winter,7/28/2025,2025-07,Best Settings for Minecraft,27,0,19.8,0.639,Xiaomi,ForYou,0,b2ef143197682a68d9d754e97637d1b1,134225,0.059575,0.000524,83.705,0.059575102,0.004635372,0.005348794
YouTube,Nl,Europe,nl,Lifestyle,#CatTok,Morning Routine â€” Beginners,LucasPro,trending,Morning vibe,31,42,547909,32788,4544,2796,2112,0.077093,seasonal,Public Reports,jumpcut edits,iOS,18,Pets,4,Short,136977.25,4681,0.008293,0.005103,0.003855,7.00299,Monday,Evening,Regular,"cats, dogs, cute",Instant like!,110281.5,Mid,Winter,7/28/2025,2025-07,Cutest moments today,20,0,17.4,0.414,iPhone,Home,0,4f092ab812ad77b346efe9e18e32dc52,42240,0.059842,0.008543,77.093,0.059842054,0.008293348,0.005103037
TikTok,Id,Asia,id,News,#Beauty,Makeup basics you need,PrimeWorks,licensed,Neutral piano,31,25,731851,55589,8055,5795,3654,0.099874,seasonal,TikTok Creative Center,greenscreen,iOS,18,Beauty,6,Short,121975.17,2229,0.011006,0.007918,0.004993,24.927803,Wednesday,Evening,Regular,"grwm, makeup, skincare",This is fire ðŸ”¥,98366.2,Mid,Spring,7/30/2025,2025-07,Makeup Basics You Need ðŸ“±,24,1,21.2,0.848,iPhone,ForYou,0,46b7641bd572a06a9b6fd9471c7a7089,73093,0.075957,0.003046,99.874,0.075956718,0.011006339,0.007918278
TikTok,Sa,Asia,ar,Gaming,#HiddenGems,Hidden Gems of Tokyo,OmarPro,trending,8bit loop,31,28,651363,41564,3124,4352,5416,0.083603,stable,TikTok Creative Center,facecam,Web,14,Travel,56,Evergreen,11631.48,1622,0.004796,0.006681,0.008315,25.609365,Friday,Afternoon,HolidaySeason,"vlog, travel, guide, hidden gems",Ø¬Ø§Ù…Ø¯ Ø¬Ø¯Ù‹Ø§ ðŸ”¥,89603.4,Mid,Winter,8/1/2025,2025-08,Hidden Gems of Cairo,20,0,21.9,0.782,Desktop,ForYou,1,67702cebc9ac6b4034c4d7f3658bd11a,54456,0.063811,0.00249,83.603,0.063810809,0.004796097,0.006681374
TikTok,Ar,South America,es,Fitness,#FYP,Morning Routine â€” Productivity,LiamVlogs,original,HIIT drums,31,44,576592,37486,4374,4347,3973,0.087029,stable,TikTok Creative Center,fast captions,Android,20,Lifestyle,19,Medium,30346.95,289,0.007586,0.007539,0.00689,129.262069,Friday,Evening,SummerBreak,"lifestyle, routine, motivation",Â¡IncreÃ­ble!,91094.5,Mid,Summer,8/1/2025,2025-08,Night Routine â€” Budget,22,0,25,0.568,Oppo,ForYou,1,661b2fcca0813665ff885e991dc9b8f6,50180,0.065013,0.000501,87.029,0.065013042,0.007585953,0.007539126
TikTok,Se,Europe,sv,Tech,#FYP,When your friend is Beginners,MrSara,original,Glitch hop,31,31,737956,76736,8628,6197,4819,0.130604,rising,TikTok Creative Center,split-screen,Android,17,Comedy,16,Medium,46122.25,3467,0.011692,0.008398,0.00653,22.126874,Wednesday,Evening,Regular,"sketch, funny, comedy",This is fire ðŸ”¥,122702.4,Mid,Fall,7/30/2025,2025-07,When your friend is Budget ðŸ”¥,28,1,25.1,0.81,Oppo,ForYou,0,c21ceceb50fde77bbbb63fefac9ce2f3,96380,0.103985,0.004698,130.604,0.1039845194022407,0.011691754,0.00839752
TikTok,Ma,Africa,ar,Automotive,#Gaming,Best Settings for EA FC 25,CookingWithAmr,licensed,Engine rev,31,22,669976,28102,2713,3268,1793,0.053548,declining,TikTok Creative Center,greenscreen,iOS,21,Gaming,7,Short,95710.86,444,0.004049,0.004878,0.002676,63.150562,Saturday,Evening,Regular,"highlights, clips, valorant, esports",Ù…Ø´ Ù‚Ø§Ø¯Ø± Ø£Ø¨Ø·Ù„ Ø§ØªÙØ±Ø¬ ðŸ˜‚,107658,Mid,Winter,8/2/2025,2025-08,Best Settings for EA FC 25 ðŸŽ®,28,1,14.7,0.668,iPhone,ForYou,1,8aae2d8727a9d736c71bd4f376762eaf,35876,0.041945,0.000663,53.548,0.041944786,0.004049399,0.004877787
TikTok,Ru,Europe,ru,Pets,#FYP,New Patch Tips for EA FC 25,MusicByAmr,trending,Purr loop,31,40,512773,27155,3854,2998,1789,0.069809,seasonal,TikTok Creative Center,b-roll heavy,Android,23,Gaming,18,Medium,28487.39,1137,0.007516,0.005847,0.003489,23.862039,Friday,Night,Regular,"fps, highlights, gaming, clips, esports, valorant",So underrated!,98963.4,Mid,Spring,8/1/2025,2025-08,Best Settings for Fortnite,26,0,33.1,0.828,iPhone,Following,1,5a34b8dc0f6e31b4e6e913c2b0211ea9,35796,0.052957,0.002217,69.809,0.052957156,0.007515996,0.005846642
YouTube,Sa,Asia,ar,DIY,#Comedy,If Beginners was honest,ProMaya,original,Toolbox clack,31,48,571816,20582,2952,2366,1363,0.047678,declining,Open Web Samples,emoji overlays,iOS,22,Comedy,7,Short,81688,2720,0.005162,0.004138,0.002384,7.564131,Wednesday,Evening,Regular,"funny, relatable, sketch, comedy",Ù…Ø´ Ù‚Ø§Ø¯Ø± Ø£Ø¨Ø·Ù„ Ø§ØªÙØ±Ø¬ ðŸ˜‚,102535,Mid,Fall,7/30/2025,2025-07,POV: Summer,11,0,21,0.438,iPhone,External,0,a69601a84b2588372ce45475f3b7b8ea,27263,0.035994,0.004757,47.678,0.035994096,0.0051625,0.004137695
TikTok,De,Europe,de,Science,#MorningRoutine,Night Routine â€” Productivity,StreetHub,original,Microscope hum,31,10,691758,52598,3375,3804,5182,0.093904,seasonal,Public Reports,storytime,Android,16,Lifestyle,5,Short,138351.6,358,0.004879,0.005499,0.007491,146.512535,Monday,Afternoon,Regular,"routine, daily, motivation, lifestyle",So underrated!,100507.4,Mid,Spring,7/28/2025,2025-07,Night Routine â€” 2025,20,0,5.5,0.55,Xiaomi,Following,0,aa48d493f99f6f5c079f84cf46c0677a,64959,0.076035,0.000518,93.904,0.076035261,0.004878874,0.005499033
TikTok,De,Europe,de,Lifestyle,#DanceChallenge,Weekly Reset â€” Summer,AhmedChannel,licensed,Morning vibe,31,32,728437,55425,7286,5328,3581,0.09832,stable,TikTok Creative Center,text-to-speech,iOS,7,Dance,4,Short,182109.25,1585,0.010002,0.007314,0.004916,34.946406,Friday,Morning,Regular,"dance, trend, challenge",Thanks for this!,107955.4,Mid,Spring,8/1/2025,2025-08,Dance With Me â€” Bold âš½,22,1,20.7,0.647,Samsung,Search,1,5aa030f6722cc223bcb3388c68c37d7d,71620,0.076088,0.002176,98.32,0.076087568,0.010002238,0.007314291
YouTube,Es,Europe,es,Finance,#FYP,Weekly Reset â€” 2025,HassanOfficial,licensed,Subtle groove,31,54,719758,16749,1933,1408,3027,0.032118,declining,TikTok Creative Center,greenscreen,Android,17,Dance,11,Medium,65432.55,1172,0.002686,0.001956,0.004206,14.278772,Saturday,Evening,Regular,"trend, dance, music",Â¡IncreÃ­ble!,88068.7,Mid,Winter,8/2/2025,2025-08,New Dance Challenge!,20,0,25,0.463,Vivo,Suggested,1,78c851ba46098059fec2737b364bd96d,23117,0.02327,0.001628,32.118,0.023270321,0.002685625,0.001956213
YouTube,Id,Asia,id,DIY,#FYP,5-Minute Tacos,TrueVision,trending,Toolbox clack,31,26,1077654,33031,4767,2016,2095,0.038889,stable,Public Reports,b-roll heavy,iOS,10,Food,9,Medium,119739.33,1817,0.004423,0.001871,0.001944,18.168867,Sunday,Morning,SummerBreak,"fast, food, street food, recipe, kitchen",Thanks for this!,106642.8,Mid,Summer,8/3/2025,2025-08,5-Minute Kunafa,15,0,17.6,0.677,Huawei,Home,1,09577d2d02e084e8ef2d01df54f91e8e,41909,0.030651,0.001686,38.889,0.03065084,0.004423498,0.00187073
YouTube,De,Europe,de,Sports,#FYP,Outfits for 2025,PrimeStudio,licensed,Adrenaline synth,31,46,1120473,69348,7346,8610,4489,0.080138,rising,Open Web Samples,cinematic b-roll,Android,18,Fashion,11,Medium,101861.18,6544,0.006556,0.007684,0.004006,10.595569,Friday,Evening,Regular,"fashion, ootd, style, grwm",So underrated!,109552,Mid,Spring,8/1/2025,2025-08,GRWM: Summer Edition ðŸ”,22,1,30.9,0.672,Pixel,Home,1,68d38bb372fc1c8f6d3ea5c3696dcc1f,89793,0.061892,0.00584,80.138,0.061891719,0.00655616,0.007684255
TikTok,Sa,Asia,ar,DIY,#FYP,Morning Routine â€” 2025,TVLiam,licensed,Woodshop groove,31,13,582950,34999,4850,3693,5677,0.084431,seasonal,TikTok Creative Center,meme template,iOS,13,Dance,5,Short,116590,424,0.00832,0.006335,0.009738,82.350588,Sunday,Afternoon,Regular,"challenge, trend, music, dance",ØªØ­ÙØ© Ø¨ØµØ±Ø§Ø­Ø©!,119306.4,Mid,Winter,8/3/2025,2025-08,Dance With Me â€” Evening,23,0,7.8,0.6,Samsung,ForYou,1,9decfaa4bbbaa3ae49d1d97382e1da5f,49219,0.060038,0.000727,84.431,0.060037739,0.008319753,0.00633502
TikTok,Ke,Africa,sw,Gaming,#Travel,24 Hours in Seoul,UrbanVision,licensed,Boss fight theme,31,14,567282,65766,7869,8044,4688,0.152247,rising,Public Reports,split-screen,iOS,20,Travel,4,Short,141820.5,1588,0.013871,0.01418,0.008264,41.388295,Friday,Evening,Regular,"guide, food tour, hidden gems, vlog",Thanks for this!,120866.4,Mid,Spring,8/1/2025,2025-08,Hidden Gems of Paris,20,0,10.1,0.721,iPhone,ForYou,1,dba49dd70cc8eaf7340b1e332a8a0ccf,86367,0.115932,0.002799,152.247,0.1159317588077887,0.013871408,0.014179896
TikTok,Ke,Africa,sw,Gaming,#FYP,GRWM: College Edition,AliShorts,original,Trap beat,31,15,675925,54746,4361,5074,5864,0.103628,rising,TikTok Creative Center,jumpcut edits,Android,22,Fashion,4,Short,168981.25,1108,0.006452,0.007507,0.008676,49.365194,Wednesday,Evening,Regular,"grwm, style, ootd",Instant like!,117704,Mid,Fall,7/30/2025,2025-07,GRWM: Minimal Edition,21,0,11.2,0.747,Huawei,ForYou,0,26e349556092bcc793bf1848d58161ae,70045,0.080994,0.001639,103.628,0.080994193,0.006451899,0.00750675
